League of Legends,May,2013,EUW Challenger Series #5,400,USD,8,
League of Legends,May,2013,EUW Challenger Series #4,400,USD,8,
League of Legends,May,2013,EUW Challenger Series #3,400,USD,8,
League of Legends,April,2013,EUW Challenger Series #2,400,USD,8,
League of Legends,April,2013,Dell Invitational Cup II,1000,USD,8,
League of Legends,April,2013,SoloMid EU Invitational 4,1000,USD,8,
League of Legends,April,2013,EUW Challenger Series #1,750,USD,8,
League of Legends,April,2013,SoloMid EU Invitational 3,1000,USD,8,
League of Legends,March,2013,Clutch Arena 2,500,USD,16,
League of Legends,March,2013,Insomnia48 Spring 2013,2500,GBP,25,
League of Legends,March,2013,We Will Do It Ourselves Cup,1000,USD,16,
League of Legends,March,2013,SoloMid EU Invitational 2,2000,USD,8,
League of Legends,March,2013,Go4LoL Pro Asia 2013 Season 1,10000,CNY,8,
League of Legends,February,2013,Championnat Francophone,4000,EUR,8,
League of Legends,January,2013,Ozone Evolution Cup Season 1,76000,USD,4,
League of Legends,January,2013,SoloMid NA Invitational 12,2000,USD,8,
League of Legends,July,2013,IEM Season VIII - Shanghai,30000,USD,4,
League of Legends,July,2013,Riot Season 3 Turkish Championship,61352,USD,8,
League of Legends,July,2013,Riot Season 3 Brazilian Championship,60000,USD,8,
League of Legends,July,2013,LCS Season 3 Tenerife Spring Promotion Qualifier,30000,USD,4,
League of Legends,July,2013,2013 LPL Summer,233450,USD,8,
League of Legends,July,2013,Gfinity London 2013,55000,USD,8,
League of Legends,July,2013,Riot Season 3 Oceanic Championship,36607,USD,4,
League of Legends,July,2013,StarsWar 8,26109,USD,6,
League of Legends,July,2013,HOT6iX Champions Summer 2013,236008,USD,16,
League of Legends,June,2013,2013 MLG Spring Championship,30000,USD,4,
League of Legends,June,2013,DreamHack Summer 2013,29709,USD,8,
League of Legends,June,2013,Tencent Games Arena Grand Prix Summer 2013,57054,USD,8,
League of Legends,May,2013,NVIDIA Game Festival 2013,29294,USD,4,
League of Legends,April,2013,OLYMPUS Champions Spring 2013,241738,USD,12,
League of Legends,March,2013,Tencent LoL Pro League Spring 2013,233450,USD,8,
League of Legends,March,2013,2013 MLG Winter Championship,15000,USD,4,
League of Legends,March,2013,IEM Season VII - World Championship,150000,USD,12,
League of Legends,February,2013,OGN Club Masters,29467,USD,6,
League of Legends,February,2013,Riot Season 3 EU Spring Season,100000,USD,8,
League of Legends,February,2013,Riot Season 3 NA Spring Season,100000,USD,8,
League of Legends,January,2013,IEM Season VII - Global Challenge Sao Paulo,44000,USD,8,
League of Legends,January,2013,IEM Season VII - Global Challenge Katowice,44000,USD,8,
League of Legends,January,2013,GIGABYTE StarsWar League Season 2,30000,USD,12,
League of Legends,January,2013,2013 GPL Spring,100000,USD,8,
League of Legends,June,2013,WVW National Elite Cup,180000,CNY,4,
League of Legends,June,2013,Latin American South Qualifiers,10000,USD,32,
League of Legends,June,2013,Cyber Games Arena 2013 Hong Kong Tournament,100000,HKD,32,
League of Legends,June,2013,ESL Pro Series Germany Summer 2013,10300,EUR,12,
League of Legends,June,2013,BGL: Cartada Final,10000,USD,16,
League of Legends,June,2013,World GameMaster Tournament 2013,100000,CNY,4,
League of Legends,June,2013,Brasil Gaming League Arena,10000,USD,4,
League of Legends,May,2013,ESL Brasil Open,10000,USD,8,
League of Legends,May,2013,The Legends Circuit,20000,SGD,8,
League of Legends,May,2013,ESL Pro Series Poland Season VI,20000,PLN,12,
League of Legends,April,2013,AGE Campinas,10000,USD,4,
League of Legends,April,2013,ESL Major Series Spring 2013 Nordic & East,5000,EUR,16,
League of Legends,April,2013,National ESL Pro Series Season VI,15000,USD,8,
League of Legends,March,2013,Copenhagen Games 2013,7000,EUR,17,
League of Legends,March,2013,Hˆnh Tr“nh Huy?n Tho?i,17700,USD,8,
League of Legends,February,2013,SoloMid IPL6 Qualifier,6000,USD,32,
League of Legends,January,2013,CLG Premier Series,5000,USD,16,
League of Legends,December,2012,SoloMid Series - Finals,12000,USD,8,
League of Legends,December,2012,NorthCon eSports Arena 2012,11000,EUR,8,
League of Legends,December,2012,THOR Open 2012,14500,USD,8,
League of Legends,December,2012,National ESL Pro Series Season 5,15000,USD,8,
League of Legends,November,2012,NLB Winter 2012-2013,18000,USD,16,
